id,full_name,username,email,password,hashed_password,google_id,profile_picture,auth_provider,email_verified,role_id,created_at,last_login
84,CERT User KRV0372,krv0372,krv0372@cert.enterprise.org,SecurePass123!,$2b$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeg6Lruj3vjPGga31lW,,https://api.dicebear.com/7.x/adventurer/svg?seed=krv0372,local,True,1,2026-07-01T10:00:00.000000,2026-07-24T12:00:00.000000
85,CERT User LBC0356,lbc0356,lbc0356@cert.enterprise.org,SecurePass123!,$2b$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeg6Lruj3vjPGga31lW,,https://api.dicebear.com/7.x/adventurer/svg?seed=lbc0356,local,True,2,2026-07-01T10:00:00.000000,2026-07-24T12:00:00.000000
86,CERT User KCF0045,kcf0045,kcf0045@cert.enterprise.org,SecurePass123!,$2b$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeg6Lruj3vjPGga31lW,,https://api.dicebear.com/7.x/adventurer/svg?seed=kcf0045,local,True,3,2026-07-01T10:00:00.000000,2026-07-24T12:00:00.000000
87,CERT User EIS0041,eis0041,eis0041@cert.enterprise.org,SecurePass123!,$2b$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeg6Lruj3vjPGga31lW,,https://api.dicebear.com/7.x/adventurer/svg?seed=eis0041,local,True,4,2026-07-01T10:00:00.000000,2026-07-24T12:00:00.000000
88,CERT User CSC0217,csc0217,csc0217@cert.enterprise.org,SecurePass123!,$2b$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeg6Lruj3vjPGga31lW,,https://api.dicebear.com/7.x/adventurer/svg?seed=csc0217,local,True,1,2026-07-01T10:00:00.000000,2026-07-24T12:00:00.000000
89,CERT User ACC0042,acc0042,acc0042@cert.enterprise.org,SecurePass123!,$2b$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeg6Lruj3vjPGga31lW,,https://api.dicebear.com/7.x/adventurer/svg?seed=acc0042,local,True,2,2026-07-01T10:00:00.000000,2026-07-24T12:00:00.000000
90,CERT User MPM0220,mpm0220,mpm0220@cert.enterprise.org,SecurePass123!,$2b$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeg6Lruj3vjPGga31lW,,https://api.dicebear.com/7.x/adventurer/svg?seed=mpm0220,local,True,3,2026-07-01T10:00:00.000000,2026-07-24T12:00:00.000000
91,CERT User SAK0375,sak0375,sak0375@cert.enterprise.org,SecurePass123!,$2b$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeg6Lruj3vjPGga31lW,,https://api.dicebear.com/7.x/adventurer/svg?seed=sak0375,local,True,4,2026-07-01T10:00:00.000000,2026-07-24T12:00:00.000000
92,CERT User GTD0219,gtd0219,gtd0219@cert.enterprise.org,SecurePass123!,$2b$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeg6Lruj3vjPGga31lW,,https://api.dicebear.com/7.x/adventurer/svg?seed=gtd0219,local,True,1,2026-07-01T10:00:00.000000,2026-07-24T12:00:00.000000
93,CERT User KSP0357,ksp0357,ksp0357@cert.enterprise.org,SecurePass123!,$2b$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeg6Lruj3vjPGga31lW,,https://api.dicebear.com/7.x/adventurer/svg?seed=ksp0357,local,True,2,2026-07-01T10:00:00.000000,2026-07-24T12:00:00.000000
94,CERT User MSH0040,msh0040,msh0040@cert.enterprise.org,SecurePass123!,$2b$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeg6Lruj3vjPGga31lW,,https://api.dicebear.com/7.x/adventurer/svg?seed=msh0040,local,True,3,2026-07-01T10:00:00.000000,2026-07-24T12:00:00.000000
95,CERT User BAL0044,bal0044,bal0044@cert.enterprise.org,SecurePass123!,$2b$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeg6Lruj3vjPGga31lW,,https://api.dicebear.com/7.x/adventurer/svg?seed=bal0044,local,True,4,2026-07-01T10:00:00.000000,2026-07-24T12:00:00.000000
96,CERT User JLM0364,jlm0364,jlm0364@cert.enterprise.org,SecurePass123!,$2b$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeg6Lruj3vjPGga31lW,,https://api.dicebear.com/7.x/adventurer/svg?seed=jlm0364,local,True,1,2026-07-01T10:00:00.000000,2026-07-24T12:00:00.000000
97,CERT User DMG0358,dmg0358,dmg0358@cert.enterprise.org,SecurePass123!,$2b$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeg6Lruj3vjPGga31lW,,https://api.dicebear.com/7.x/adventurer/svg?seed=dmg0358,local,True,2,2026-07-01T10:00:00.000000,2026-07-24T12:00:00.000000
98,CERT User DFR0218,dfr0218,dfr0218@cert.enterprise.org,SecurePass123!,$2b$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeg6Lruj3vjPGga31lW,,https://api.dicebear.com/7.x/adventurer/svg?seed=dfr0218,local,True,3,2026-07-01T10:00:00.000000,2026-07-24T12:00:00.000000
99,CERT User CCA0046,cca0046,cca0046@cert.enterprise.org,SecurePass123!,$2b$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeg6Lruj3vjPGga31lW,,https://api.dicebear.com/7.x/adventurer/svg?seed=cca0046,local,True,4,2026-07-01T10:00:00.000000,2026-07-24T12:00:00.000000
100,CERT User HWY0038,hwy0038,hwy0038@cert.enterprise.org,SecurePass123!,$2b$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeg6Lruj3vjPGga31lW,,https://api.dicebear.com/7.x/adventurer/svg?seed=hwy0038,local,True,1,2026-07-01T10:00:00.000000,2026-07-24T12:00:00.000000
