employee_code,employee_name,email,role,department,manager,avg_login_time,avg_logout_time,login_frequency,weekend_logins,night_logins,failed_logins,usb_usage,files_accessed,large_file_transfers,external_emails,total_emails,web_browsing,job_search,after_hours_activity,unique_devices,avg_session_duration,O,C,E,A,N
LAP0338,Lynn Adena Pratt,Lynn.Adena.Pratt@dtaa.com,Technician,3 - FieldService,Garrett Nicholas Solomon,9.306292517006801,18.267295597484274,3.2666666666666666,28,0,1,0.0,0,0,27,49,93,0,0,1,8.930756013745704,42,23,33,45,31
HCV0478,Harper Clark Vazquez,Harper.Clark.Vazquez@dtaa.com,Salesman,2 - Sales,Bert Jason Henderson,10.286519607843138,17.302702702702703,2.2666666666666666,0,0,0,0.0,0,0,79,176,166,0,0,1,6.985820895522388,46,36,18,12,24
KJA0152,Kimberley Joy Anderson,Kimberley.Joy.Anderson@dtaa.com,AdministrativeAssistant,2 - Payroll,Vera Mollie Jenkins,8.484649122807019,18.489639639639638,1.2666666666666666,0,0,1,0.0,0,0,66,131,114,0,0,1,10.006306306306309,16,16,39,38,34
BSS0463,Bruno Stewart Silva,Bruno.Stewart.Silva@dtaa.com,ProductionLineWorker,3 - Assembly,Armando Albert Walter,8.12875,17.691880341880342,1.3333333333333333,0,0,1,0.0,0,0,6,12,10,0,0,2,9.20982905982906,32,40,40,38,28
AIM0627,Adam Ishmael Mcdaniel,Adam.Ishmael.Mcdaniel@dtaa.com,Salesman,2 - Sales,Winter Veda Burks,7.969736842105264,17.024324324324322,1.2666666666666666,0,0,2,0.0,0,0,67,179,169,0,0,1,9.055855855855857,36,39,16,41,23
RAH0440,Rashad August Hatfield,Rashad.August.Hatfield@dtaa.com,ElectricalEngineer,3 - Engineering,Cameron Noel Elliott,7.973684210526314,17.004504504504503,1.2666666666666666,0,0,0,0.0,0,0,57,108,105,0,0,1,9.037387387387385,18,15,43,16,24
XHG0902,Xenos Hayden Gallegos,Xenos.Hayden.Gallegos@dtaa.com,Technician,3 - FieldService,Blythe Veda Cooke,9.204504504504506,18.277477477477476,1.2333333333333334,0,0,0,0.0,0,0,18,37,29,0,0,1,9.072972972972973,44,35,23,47,14
TDJ0998,Tobias Dakota Jacobs,Tobias.Dakota.Jacobs@dtaa.com,MechanicalEngineer,2 - ManufacturingEngineering,Fritz Dale Ellison,10.24191176470588,19.291441441441442,2.2666666666666666,0,0,0,0.0,0,0,33,115,100,1,0,1,9.014676616915423,34,40,10,42,36
JPA0667,John Price Atkins,John.Price.Atkins@dtaa.com,Scientist,1 - Research,Sarah Imelda Juarez,7.952192982456141,16.05675675675676,1.2666666666666666,0,0,0,0.0,0,0,42,86,99,0,0,1,8.106756756756756,49,42,34,35,27
EHR0096,Elaine Hanna Raymond,Elaine.Hanna.Raymond@dtaa.com,ComputerScientist,3 - Engineering,Gage Kaden Odonnell,7.214473684210525,17.255855855855856,1.2666666666666666,0,0,1,0.0,0,0,59,107,108,0,0,1,10.042342342342343,22,13,20,48,31
SJW0451,Sharon Jemima Whitehead,Sharon.Jemima.Whitehead@dtaa.com,ProductionLineWorker,3 - Assembly,Armando Albert Walter,7.9684210526315775,18.013963963963967,1.2666666666666666,0,0,1,0.0,0,0,2,12,10,0,0,1,10.04954954954955,43,30,16,50,28
CNB0900,Colton Nathan Barber,Colton.Nathan.Barber@dtaa.com,Technician,3 - FieldService,Blythe Veda Cooke,9.19605263157895,18.296396396396396,1.2666666666666666,0,0,0,0.0,0,0,17,36,29,0,0,1,9.1027027027027,34,43,38,16,27
CTA0020,Curran Tarik Ayala,Curran.Tarik.Ayala@dtaa.com,HumanResourceSpecialist,1 - Personnel,Bethany Xerxes Johnson,10.054358974358975,17.91837606837607,2.1666666666666665,0,0,1,678.0,84,5,48,131,114,0,0,2,7.71328125,36,50,11,22,34
SRS0231,Sandra Roary Solomon,Sandra.Roary.Solomon@dtaa.com,Scientist,1 - Research,Jackson Linus Wilkerson,7.9605263157894735,19.042792792792795,1.2666666666666666,0,0,1,0.0,0,0,53,104,105,0,0,1,11.084234234234232,17,44,36,32,26
HWH0646,Hadley Willa Hill,Hadley.Willa.Hill@dtaa.com,Technician,3 - FieldService,Hedwig Regina Livingston,11.065128205128204,21.28648648648649,2.1666666666666665,0,0,0,0.0,0,0,18,35,29,0,47,1,10.213076923076924,17,24,24,21,28
CCM0855,Chanda Celeste Mosley,Chanda.Celeste.Mosley@dtaa.com,Salesman,2 - Sales,Hashim Damon Dudley,7.733771929824563,17.764414414414418,1.2666666666666666,0,0,0,0.0,0,0,66,177,171,0,0,1,10.032432432432433,31,24,19,36,29
SED0886,Shelley Eleanor Dawson,Shelley.Eleanor.Dawson@dtaa.com,Technician,3 - FieldService,Blythe Veda Cooke,11.363852813852816,16.231292517006803,2.566666666666667,0,5,0,0.0,0,0,12,37,29,0,9,2,4.746271929824561,22,18,18,35,28
LBC0356,Logan Branden Cherry,Logan.Branden.Cherry@dtaa.com,ITAdmin,6 - Security,Francis Brian Armstrong,10.91841620626151,12.669031531531532,6.033333333333333,0,67,2,0.0,0,0,54,130,117,0,130,103,0.40527777777777774,40,30,40,21,41
CKH0144,Chloe Keiko Holland,Chloe.Keiko.Holland@dtaa.com,Engineer,4 - QualityControl,Kimberley Kiona Sosa,7.224122807017544,17.24324324324324,1.2666666666666666,0,0,0,0.0,0,0,48,105,110,1,0,1,10.02162162162162,34,22,22,35,30
MVF0594,Mohammad Vladimir Farrell,Mohammad.Vladimir.Farrell@dtaa.com,ProductionLineWorker,3 - Assembly,Whilemina Pandora England,8.475877192982454,18.55675675675676,1.2666666666666666,0,0,2,0.0,0,0,9,12,10,0,0,1,10.082882882882885,35,38,33,44,36
ATF0274,Alea Tana Ferrell,Alea.Tana.Ferrell@dtaa.com,HardwareEngineer,3 - Engineering,Gage Kaden Odonnell,7.203070175438597,17.287837837837834,1.2666666666666666,0,0,1,0.0,0,0,65,114,102,0,0,1,10.086486486486486,20,45,48,27,28
KTG0091,Kendall Thaddeus Glover,Kendall.Thaddeus.Glover@dtaa.com,MaterialsEngineer,3 - Engineering,Ainsley MacKensie Doyle,7.444298245614035,15.554054054054054,1.2666666666666666,0,0,0,0.0,0,0,49,103,109,0,0,1,8.11171171171171,46,41,16,15,29
ACC0042,Alfonso Colin Cooley,Alfonso.Colin.Cooley@dtaa.com,ITAdmin,6 - Security,Frances Alisa Wiggins,11.297435897435898,13.375161290322579,5.2,0,67,0,0.0,0,0,56,121,131,1,136,110,0.4972222222222222,23,19,37,20,31
AKW0167,Arsenio Kato Wilder,Arsenio.Kato.Wilder@dtaa.com,AdministrativeAssistant,2 - Sales,Meredith Ainsley Wolf,7.7179824561403505,15.790090090090093,1.2666666666666666,0,0,0,0.0,0,0,69,131,124,0,0,1,8.073873873873874,38,38,20,14,35
KPR0497,Kirk Palmer Rosales,Kirk.Palmer.Rosales@dtaa.com,Salesman,2 - Sales,Bert Jason Henderson,10.659583333333334,16.151923076923076,2.6666666666666665,0,0,1,0.0,0,0,74,165,162,1,0,2,4.9069620253164565,50,43,43,20,29
ABN0239,Amaya Britanni Newton,Amaya.Britanni.Newton@dtaa.com,SoftwareEngineer,2 - SoftwareManagement,Vance Ira Alston,9.934328358208955,18.052702702702707,2.2333333333333334,0,0,0,0.0,0,0,48,109,100,0,0,1,8.082323232323233,21,37,20,39,25
CKB0482,Colton Kaseem Bolton,Colton.Kaseem.Bolton@dtaa.com,Salesman,2 - Sales,Bert Jason Henderson,8.203070175438596,17.29414414414415,1.2666666666666666,0,0,1,0.0,0,0,106,189,166,0,0,1,9.09279279279279,36,48,37,46,25
AMH0464,Alfreda Morgan Holloway,Alfreda.Morgan.Holloway@dtaa.com,ProductionLineWorker,3 - Assembly,Armando Albert Walter,7.981578947368423,18.014864864864865,1.2666666666666666,0,0,1,0.0,0,0,6,12,12,0,0,1,10.034234234234233,45,16,42,37,21
SGG0787,Sara Gail George,Sara.Gail.George@dtaa.com,Manager,2 - SoftwareManagement,Todd Vance Spears,10.301282051282051,20.50855855855856,2.1666666666666665,0,0,1,0.0,0,0,60,161,143,0,55,1,10.173697916666667,14,27,10,20,31
SIJ0661,Sarah Imelda Juarez,Sarah.Imelda.Juarez@dtaa.com,LabManager,1 - Research,Summer Leilani Boyer,8.009210526315789,16.00315315315315,1.2666666666666666,0,0,0,0.0,0,0,81,180,159,0,0,1,7.998648648648647,40,17,14,15,21
BTW0005,Byron Tyrone Williamson,Byron.Tyrone.Williamson@dtaa.com,VicePresident,,Mona Susan Shannon,8.593910256410256,15.243790849673204,1.7333333333333334,0,0,2,0.0,0,0,126,296,311,0,0,2,5.32516339869281,33,39,18,18,27
RLB0719,Risa Laura Bolton,Risa.Laura.Bolton@dtaa.com,ProductionLineWorker,3 - Assembly,Alan Benjamin Holder,7.935,16.21111111111111,1.3333333333333333,1,1,1,0.0,0,0,5,13,11,0,2,1,8.355128205128207,14,18,15,40,35
WDO0870,William Damian Oconnor,William.Damian.Oconnor@dtaa.com,Salesman,2 - Sales,Hashim Damon Dudley,8.948039215686276,14.806,1.7,1,10,1,0.0,0,0,82,168,177,0,18,4,6.12843137254902,23,21,14,13,25
KCB0815,Kaden Chastity Briggs,Kaden.Chastity.Briggs@dtaa.com,SoftwareEngineer,2 - SoftwareManagement,Sara Gail George,10.43695652173913,20.522972972972973,2.3,0,0,0,0.0,0,0,50,112,95,0,42,1,10.049264705882353,16,40,18,36,31
VCY0751,Vincent Calvin Young,Vincent.Calvin.Young@dtaa.com,Salesman,2 - Sales,Lysandra Chastity Brennan,9.989646464646464,17.024774774774773,2.2,0,0,1,0.0,0,0,63,179,171,0,0,1,6.99948717948718,37,24,39,19,25
BAJ0654,Brock Aladdin Joyce,Brock.Aladdin.Joyce@dtaa.com,Technician,3 - FieldService,Hedwig Regina Livingston,10.650757575757577,21.023255813953487,1.4666666666666666,0,1,0,28.0,589,24,12,34,29,0,47,7,10.10813953488372,36,10,47,10,41
MKL0941,Madonna Kristen Love,Madonna.Kristen.Love@dtaa.com,SoftwareEngineer,2 - SoftwareManagement,Caleb Mason Ball,7.222368421052633,16.25765765765766,1.2666666666666666,0,0,1,0.0,0,0,20,105,111,0,0,1,9.037387387387385,16,26,20,38,30
DBS0235,Dale Benjamin Sharpe,Dale.Benjamin.Sharpe@dtaa.com,Scientist,1 - Research,Jackson Linus Wilkerson,8.411382113821139,18.68208333333333,1.3666666666666667,0,0,0,0.0,0,0,65,100,96,0,0,4,9.902916666666666,30,38,18,37,33
JJH0613,Jael Jennifer Hansen,Jael.Jennifer.Hansen@dtaa.com,Salesman,2 - Sales,Winter Veda Burks,10.334,16.075694444444448,2.5,0,0,1,227.0,305,16,54,179,170,0,0,2,5.25900900900901,50,30,24,14,26
UFK0208,Ulric Ferdinand Knapp,Ulric.Ferdinand.Knapp@dtaa.com,SecurityGuard,6 - Security,Clinton Coby Wolfe,9.802631578947366,14.874113475177305,2.533333333333333,0,0,2,0.0,0,0,84,165,158,0,0,2,4.584666666666668,18,34,22,23,30
BLB0114,Brent Laith Beck,Brent.Laith.Beck@dtaa.com,MechanicalEngineer,3 - Engineering,Rose Hanae Yates,11.417543859649122,17.410144927536237,2.533333333333333,0,0,1,0.0,0,0,44,110,90,0,0,2,5.577777777777779,38,48,41,15,22
CKD0680,Cheyenne Kay Dickerson,Cheyenne.Kay.Dickerson@dtaa.com,Scientist,1 - Research,Sarah Imelda Juarez,7.942543859649123,16.03873873873874,1.2666666666666666,0,0,0,0.0,0,0,59,113,100,0,0,1,8.09774774774775,18,50,24,18,28
MKG0711,Myra Kay Greer,Myra.Kay.Greer@dtaa.com,ProductionLineWorker,3 - Assembly,Alan Benjamin Holder,7.739912280701755,16.79099099099099,1.2666666666666666,0,0,0,0.0,0,0,11,12,12,0,0,1,9.054954954954956,17,26,43,32,38
IIL0513,Illana Isabelle Lamb,Illana.Isabelle.Lamb@dtaa.com,Technician,3 - FieldService,Burke Randall Burnett,8.977304964539007,16.9945652173913,1.5666666666666667,9,0,1,0.0,0,0,29,46,60,0,0,1,8.016304347826088,37,13,26,38,34
TSM0363,TaShya Savannah Mcgowan,TaShya.Savannah.Mcgowan@dtaa.com,ITAdmin,6 - Security,Francis Brian Armstrong,10.821118721461186,13.022413793103448,4.866666666666666,0,66,0,0.0,0,0,36,127,116,0,131,105,0.47271689497716896,34,19,20,39,33
PBP0002,Price Bevis Pittman,Price.Bevis.Pittman@dtaa.com,AdministrativeAssistant,,Mona Susan Shannon,7.975438596491231,15.033783783783784,1.2666666666666666,0,0,0,0.0,0,0,43,141,120,1,0,1,7.059909909909909,49,35,23,10,27
GTD0898,Guy Tad Daniel,Guy.Tad.Daniel@dtaa.com,Technician,3 - FieldService,Blythe Veda Cooke,9.255405405405407,18.25855855855856,1.2333333333333334,0,0,0,0.0,0,0,16,36,29,0,0,1,9.003153153153153,23,23,39,15,29
CJH0702,Calvin Jarrod Hood,Calvin.Jarrod.Hood@dtaa.com,ProductionLineWorker,3 - Assembly,Alan Benjamin Holder,7.716228070175441,16.761711711711712,1.2666666666666666,0,0,1,0.0,0,0,2,13,13,0,0,1,9.0509009009009,46,24,30,25,37
DMK0257,Desirae Mari Koch,Desirae.Mari.Koch@dtaa.com,ElectricalEngineer,3 - Engineering,Dylan Tiger Terry,9.209349593495936,14.420588235294119,2.7333333333333334,0,8,0,156.0,317,16,36,109,107,0,17,2,4.334146341463415,33,20,26,26,30
WIQ0567,Willow Iliana Quinn,Willow.Iliana.Quinn@dtaa.com,ComputerProgrammer,2 - SoftwareManagement,Stephanie Briar Harrington,10.88272357723577,18.05434782608696,2.7333333333333334,18,0,0,86.0,406,27,48,142,190,0,0,1,7.1423868312757195,25,41,10,47,39
PTH0830,Peter Tad Hartman,Peter.Tad.Hartman@dtaa.com,ProductionLineWorker,3 - Assembly,Amy Lucy Chen,8.45962962962963,19.547727272727272,1.5,7,0,1,0.0,0,0,12,16,20,0,0,1,11.08939393939394,43,44,42,43,34
NCO0666,Nicholas Cade Owen,Nicholas.Cade.Owen@dtaa.com,Scientist,1 - Research,Sarah Imelda Juarez,9.943034825870647,16.07072072072072,2.2333333333333334,0,0,0,0.0,0,0,50,106,103,0,0,1,6.088383838383837,40,45,10,12,31
MHG0733,Maxwell Hammett Green,Maxwell.Hammett.Green@dtaa.com,Salesman,2 - Sales,Lysandra Chastity Brennan,8.005701754385965,17.01036036036036,1.2666666666666666,0,0,1,0.0,0,0,91,186,170,0,0,1,9.007657657657658,43,30,24,42,29
RAW0915,Robert Ali Webb,Robert.Ali.Webb@dtaa.com,Scientist,1 - Research,Lillith Adena Matthews,10.781349206349207,19.329347826086956,2.8,11,0,0,102.0,57,5,48,120,200,3,0,4,8.483734939759035,43,50,21,43,24
HAM0985,Hillary Ainsley Mccormick,Hillary.Ainsley.Mccormick@dtaa.com,TechnicalTrainer,3 - Training,Walter Kaseem Foley,7.715789473684212,17.744594594594595,1.2666666666666666,0,0,0,0.0,0,0,58,108,103,2,0,1,10.032432432432433,20,17,29,16,20
SAB0781,Serina Ariana Butler,Serina.Ariana.Butler@dtaa.com,Technician,3 - FieldService,Blaine Helen Cervantes,10.544607843137255,16.53828828828829,2.2666666666666666,0,0,2,81.0,322,19,12,37,29,0,0,1,5.96318407960199,36,35,24,30,28
IBM0671,Ira Benjamin Mays,Ira.Benjamin.Mays@dtaa.com,Physicist,1 - Research,Sarah Imelda Juarez,9.824747474747475,15.73125,2.2,0,0,3,34.0,182,10,70,114,106,0,0,2,5.768461538461539,50,46,38,35,31
YDN0198,Yasir Dexter Nelson,Yasir.Dexter.Nelson@dtaa.com,AdministrativeAssistant,2 - Pricing,Eugenia Whilemina Harrington,9.542039800995026,15.368421052631579,2.2333333333333334,0,0,0,0.0,0,0,50,135,123,0,0,2,5.7116161616161625,45,50,41,11,24
GAF0060,Grace Alma Fry,Grace.Alma.Fry@dtaa.com,Mathematician,1 - Research,Jackson Linus Wilkerson,7.982017543859651,18.992792792792795,1.2666666666666666,0,0,1,0.0,0,0,48,103,96,0,0,1,11.011261261261263,41,16,39,25,22
AMM0014,Alec Mannix Mcneil,Alec.Mannix.Mcneil@dtaa.com,Director,5 - Medical,Halla Cathleen Simmons,7.702192982456142,18.791441441441442,1.2666666666666666,0,0,2,0.0,0,0,81,214,212,0,0,1,11.091441441441441,48,38,15,44,36
AMV0036,Aquila Mark Vega,Aquila.Mark.Vega@dtaa.com,SecurityGuard,6 - Security,Clinton Coby Wolfe,7.708771929824562,15.795945945945947,1.2666666666666666,0,0,1,0.0,0,0,71,167,161,0,0,1,8.090540540540543,43,36,42,37,26
MOP0763,Merritt Oliver Phelps,Merritt.Oliver.Phelps@dtaa.com,Technician,3 - FieldService,Blaine Helen Cervantes,8.446929824561403,16.547297297297302,1.2666666666666666,0,0,3,0.0,0,0,10,34,29,0,0,1,8.103153153153153,43,41,22,20,33
CBG0490,Callum Brendan Gonzalez,Callum.Brendan.Gonzalez@dtaa.com,Salesman,2 - Sales,Bert Jason Henderson,8.217105263157894,17.281081081081076,1.2666666666666666,0,0,0,0.0,0,0,93,174,168,0,0,1,9.064864864864866,50,31,35,10,29
CNE0352,Cameron Noel Elliott,Cameron.Noel.Elliott@dtaa.com,ChiefEngineer,3 - Engineering,Declan Lester Moss,7.976754385964912,17.046846846846844,1.2666666666666666,0,0,0,0.0,0,0,90,206,196,0,0,1,9.07117117117117,39,22,44,15,30
GQP0743,Gil Quincy Potter,Gil.Quincy.Potter@dtaa.com,Salesman,2 - Sales,Lysandra Chastity Brennan,7.935964912280702,17.041441441441442,1.2666666666666666,0,0,1,0.0,0,0,107,177,168,0,0,1,9.109009009009007,47,39,19,39,25
PTH0552,Philip Travis Hartman,Philip.Travis.Hartman@dtaa.com,Mathematician,1 - Research,Honorato Ivan Wall,9.840885416666667,17.98378378378378,2.1333333333333333,0,0,0,0.0,0,0,60,117,98,1,0,1,8.101058201058203,20,13,32,20,28
GLR0975,Garrison Levi Rollins,Garrison.Levi.Rollins@dtaa.com,HumanResourceSpecialist,1 - Personnel,Bethany Xerxes Johnson,9.770149253731342,18.05810810810811,2.2333333333333334,0,0,1,0.0,0,0,62,132,118,0,0,1,8.256313131313131,33,44,26,24,24
BKW0374,Blossom Keiko Weiss,Blossom.Keiko.Weiss@dtaa.com,ITAdmin,6 - Security,Francis Brian Armstrong,11.55795698924731,13.664069264069266,5.166666666666667,0,71,0,0.0,0,0,46,133,114,0,145,112,0.348494623655914,41,38,17,46,27
AIP0982,Althea Ina Palmer,Althea.Ina.Palmer@dtaa.com,ManagementTrainer,3 - Training,Walter Kaseem Foley,9.728787878787877,17.76036036036036,2.2,0,0,0,93.0,1427,88,60,126,103,0,0,1,7.990512820512822,43,20,43,41,33
KRV0372,Kennedy Robert Vega,Kennedy.Robert.Vega@dtaa.com,ITAdmin,6 - Security,Francis Brian Armstrong,11.158278145695363,13.299333333333333,5.033333333333333,0,78,1,0.0,0,0,57,132,114,0,154,104,0.38600000000000007,40,39,25,35,32
JBD0616,Jocelyn Brenna Daniels,Jocelyn.Brenna.Daniels@dtaa.com,Salesman,2 - Sales,Winter Veda Burks,10.206531531531532,16.401984126984125,2.466666666666667,0,0,1,683.0,97,2,109,195,178,0,0,2,6.065753424657534,40,21,25,37,27
RUM0880,Roary Ursa Massey,Roary.Ursa.Massey@dtaa.com,Salesman,2 - Sales,Hashim Damon Dudley,9.858454106280192,16.76382113821138,2.3,1,3,0,158.0,424,25,87,180,172,0,13,2,7.053186274509804,40,37,17,38,26
SMY0792,Savannah Marcia Yang,Savannah.Marcia.Yang@dtaa.com,Mathematician,1 - Research,Sasha Britanney Quinn,10.394444444444444,16.06041666666667,2.6,0,0,0,80.0,236,13,46,114,95,0,0,4,5.113636363636363,43,37,39,42,25
HOB0994,Harrison Oscar Burke,Harrison.Oscar.Burke@dtaa.com,IndustrialEngineer,1 - IndustrialEngineering,Grant Tyrone Doyle,9.213513513513515,21.30135135135135,1.2333333333333334,0,0,0,0.0,0,0,51,116,95,0,52,1,12.087837837837839,38,39,15,43,33
KJJ0293,Kirk Jakeem Joyce,Kirk.Jakeem.Joyce@dtaa.com,ProductionLineWorker,3 - Assembly,Shannon Chantale Price,11.466041666666666,17.106802721088435,2.6666666666666665,0,0,1,74.0,103,2,2,9,10,0,0,2,5.176793248945146,41,42,23,39,33
JXH0493,Justin Xerxes Hansen,Justin.Xerxes.Hansen@dtaa.com,Salesman,2 - Sales,Bert Jason Henderson,8.221052631578948,17.273423423423427,1.2666666666666666,0,0,0,0.0,0,0,91,162,162,1,0,1,9.055405405405404,36,32,23,15,31
JPW0741,Josiah Preston Wall,Josiah.Preston.Wall@dtaa.com,Salesman,2 - Sales,Lysandra Chastity Brennan,7.9421052631578934,17.032882882882888,1.2666666666666666,0,0,1,0.0,0,0,84,194,164,0,0,1,9.093243243243245,40,38,44,30,33
NMG0766,Nichole Melodie Gilbert,Nichole.Melodie.Gilbert@dtaa.com,Technician,3 - FieldService,Blaine Helen Cervantes,8.499122807017544,16.488738738738736,1.2666666666666666,0,0,1,0.0,0,0,14,33,29,0,0,1,7.99054054054054,16,23,42,40,31
HMW0713,Heidi Mia Wilson,Heidi.Mia.Wilson@dtaa.com,ProductionLineWorker,3 - Assembly,Alan Benjamin Holder,7.7403508771929825,16.760810810810806,1.2666666666666666,0,0,0,0.0,0,0,6,12,12,0,0,1,9.022972972972973,38,24,40,36,28
MAH0864,Malik Adrian Hebert,Malik.Adrian.Hebert@dtaa.com,Salesman,2 - Sales,Hashim Damon Dudley,7.70438596491228,17.795495495495494,1.2666666666666666,0,0,0,0.0,0,0,47,173,162,0,0,1,10.09324324324324,30,46,25,20,25
QNF0205,Quentin Nolan Fitzpatrick,Quentin.Nolan.Fitzpatrick@dtaa.com,Attorney,3 - Contracts,Whoopi Britanney Camacho,7.230701754385964,17.301351351351354,1.2666666666666666,0,0,0,0.0,0,0,60,133,123,0,0,1,10.071171171171173,35,41,22,21,29
KKW0879,Keane Kennan Watts,Keane.Kennan.Watts@dtaa.com,Salesman,2 - Sales,Hashim Damon Dudley,8.815,16.892176870748298,1.6666666666666667,5,1,2,766.0,356,20,81,177,175,1,4,2,7.741496598639457,36,42,21,31,27
RVF0201,Reuben Victor Freeman,Reuben.Victor.Freeman@dtaa.com,AdministrativeAssistant,3 - Contracts,Whoopi Britanney Camacho,9.32039800995025,17.281578947368427,2.2333333333333334,0,0,0,86.0,63,9,53,139,127,0,0,2,7.9244949494949495,36,32,38,29,28
TMA0069,Tobias Martin Ashley,Tobias.Martin.Ashley@dtaa.com,SoftwareEngineer,2 - SoftwareManagement,Vance Ira Alston,7.971052631578947,18.04594594594595,1.2666666666666666,0,0,0,0.0,0,0,58,115,100,0,0,1,10.075675675675676,33,38,42,14,33
SBN0866,Salvador Byron Norton,Salvador.Byron.Norton@dtaa.com,Salesman,2 - Sales,Hashim Damon Dudley,8.05875,17.138461538461545,1.3333333333333333,0,1,0,94.0,1329,76,79,167,166,0,2,1,9.023504273504273,41,34,41,24,22
ZJE0857,Zenaida Justine England,Zenaida.Justine.England@dtaa.com,Salesman,2 - Sales,Hashim Damon Dudley,7.788617886178861,17.594166666666666,1.3666666666666667,2,0,0,0.0,0,0,92,205,178,0,0,2,9.630416666666667,35,34,36,38,31
HPM0986,Hasad Paki Mcfadden,Hasad.Paki.Mcfadden@dtaa.com,InstructionalCoordinator,3 - Training,Walter Kaseem Foley,7.724561403508771,17.77252252252252,1.2666666666666666,0,0,0,0.0,0,0,78,155,146,0,0,1,10.0490990990991,41,36,38,23,24
CJP0952,Cody Jonathan Potter,Cody.Jonathan.Potter@dtaa.com,ProductionLineWorker,3 - Assembly,Sandra Beverly Diaz,9.36348039215686,16.133760683760688,2.2666666666666666,0,0,0,0.0,0,0,3,11,13,0,0,2,6.671890547263682,45,18,25,18,27
CWR0502,Colt Walter Reynolds,Colt.Walter.Reynolds@dtaa.com,Salesman,2 - Sales,Bert Jason Henderson,10.316666666666666,16.265942028985506,2.466666666666667,0,0,0,77.0,161,9,82,162,177,0,0,2,5.494977168949772,41,49,25,45,27
SLB0049,Summer Leilani Boyer,Summer.Leilani.Boyer@dtaa.com,Director,1 - Research,Kai Wynne Craft,8.49736842105263,17.507657657657656,1.2666666666666666,0,0,0,0.0,0,0,83,207,190,9,0,1,9.010360360360357,14,27,16,22,20
IDO0176,Ira Dustin Oneill,Ira.Dustin.Oneill@dtaa.com,Salesman,2 - Sales,Meredith Ainsley Wolf,7.70482456140351,15.79954954954955,1.2666666666666666,0,0,1,0.0,0,0,35,183,184,0,0,1,8.095945945945946,34,39,40,24,26
AGB0186,Alfonso Gage Blankenship,Alfonso.Gage.Blankenship@dtaa.com,Technician,3 - FieldService,Garrett Nicholas Solomon,7.251754385964913,18.218468468468473,1.2666666666666666,0,0,0,0.0,0,0,12,37,34,0,0,1,10.967567567567567,18,10,41,15,35
RJB0088,Roary Jane Barrett,Roary.Jane.Barrett@dtaa.com,ElectricalEngineer,3 - Engineering,Dylan Tiger Terry,7.713596491228071,16.785585585585586,1.2666666666666666,0,0,0,0.0,0,0,48,100,97,0,0,1,9.074324324324325,20,42,37,45,24
OCB0805,Oren Curran Brady,Oren.Curran.Brady@dtaa.com,Mathematician,1 - Research,Sasha Britanney Quinn,8.224122807017544,17.27927927927928,1.2666666666666666,0,0,0,0.0,0,0,34,108,98,8,0,1,9.058558558558559,37,33,42,16,18
ETR0428,Elton Tyler Richard,Elton.Tyler.Richard@dtaa.com,TestEngineer,3 - Engineering,Cameron Noel Elliott,8.97124183006536,15.721333333333332,1.7,0,0,0,0.0,0,0,52,108,107,0,0,2,5.390666666666667,36,21,40,20,20
IKP0472,Ivana Kaitlin Parsons,Ivana.Kaitlin.Parsons@dtaa.com,ProductionLineWorker,3 - Assembly,Armando Albert Walter,10.189602446483178,16.909803921568624,3.6333333333333333,34,0,1,126.0,152,10,9,18,27,0,0,2,6.1125,32,10,37,38,31
LHB0967,Leo Hasad Byrd,Leo.Hasad.Byrd@dtaa.com,ProductionLineWorker,3 - Assembly,Sandra Beverly Diaz,7.1921052631578934,16.290540540540544,1.2666666666666666,0,0,1,0.0,0,0,4,13,10,0,0,1,9.100450450450449,37,38,41,47,33
CCM0467,Chester Caldwell Mendoza,Chester.Caldwell.Mendoza@dtaa.com,ProductionLineWorker,3 - Assembly,Armando Albert Walter,7.932456140350877,18.051801801801805,1.2666666666666666,0,0,0,0.0,0,0,4,11,11,0,0,1,10.12117117117117,43,40,19,26,25
GKO0078,Gage Kaden Odonnell,Gage.Kaden.Odonnell@dtaa.com,ChiefEngineer,3 - Engineering,Declan Lester Moss,9.480208333333334,15.648366013071897,2.6666666666666665,0,0,1,82.0,194,13,80,210,214,0,0,2,5.316244725738397,44,46,21,24,29
GNS0178,Garrett Nicholas Solomon,Garrett.Nicholas.Solomon@dtaa.com,FieldServiceEngineer,3 - FieldService,Sharon Britanni Kerr,9.144736842105264,16.365217391304352,2.533333333333333,0,5,2,20.0,439,21,52,114,113,3,9,2,6.432888888888889,30,17,42,26,33
SSS0345,Sybill Sage Shaw,Sybill.Sage.Shaw@dtaa.com,Technician,3 - FieldService,Garrett Nicholas Solomon,7.241666666666667,18.266216216216222,1.2666666666666666,0,0,1,0.0,0,0,14,35,33,0,0,1,11.027027027027025,40,21,38,16,20
ALH0402,Adena Lisandra Hardin,Adena.Lisandra.Hardin@dtaa.com,SoftwareEngineer,2 - SoftwareManagement,Jocelyn Bree Mccray,7.972807017543859,19.03018018018018,1.2666666666666666,0,0,1,0.0,0,0,43,106,96,0,0,1,11.061711711711709,43,23,43,46,32
